movieId,mean,count,weighted_score,title,genres,Horror,Musical,Animation,(no genres listed),Crime,Fantasy,Documentary,Adventure,Romance,Western,Comedy,Mystery,IMAX,Drama,Children,Film-Noir,Action,War,Sci-Fi,Thriller
596,3.5833333333333335,66,3.570919246563471,Pinocchio (1940),Animation|Children|Fantasy|Musical,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
597,3.360544217687075,147,3.39157202073499,Pretty Woman (1990),Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
608,4.256696428571429,224,4.172473416023989,Fargo (1996),Comedy|Crime|Drama|Thriller,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
610,3.3484848484848486,33,3.441400756668146,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
616,3.4642857142857144,42,3.497336773195739,"Aristocats, The (1970)",Animation|Children,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
628,3.88,50,3.7538530958761647,Primal Fear (1996),Crime|Drama|Mystery|Thriller,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
647,3.629032258064516,31,3.587020453608085,Courage Under Fire (1996),Action|Crime|Drama|War,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
648,3.5327380952380953,168,3.534385089242895,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
653,3.1129032258064515,62,3.2533505181531868,Dragonheart (1996),Action|Adventure|Fantasy,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
661,3.6320754716981134,53,3.600099369519195,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
671,4.03030303030303,33,3.7985436138110034,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
673,2.68,50,3.003853095876165,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
708,3.401639344262295,61,3.448442282088936,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
719,2.8088235294117645,34,3.153253869845206,Multiplicity (1996),Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
720,4.0,45,3.8174433022679093,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
724,3.111111111111111,36,3.307700722274139,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
733,3.737037037037037,135,3.7018681676975347,"Rock, The (1996)",Action|Adventure|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
736,3.25,150,3.2989347092782957,Twister (1996),Action|Adventure|Romance|Thriller,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
745,4.193548387096774,62,3.981611387718404,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
750,4.20952380952381,105,4.061542575334023,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
762,2.4615384615384617,39,2.9320035894216403,Striptease (1996),Comedy|Crime,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
778,4.141129032258065,124,4.0247288809746316,Trainspotting (1996),Comedy|Crime|Drama,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
780,3.4839449541284404,218,3.491162288992311,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
783,3.357142857142857,49,3.4279525021530786,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
784,2.5508474576271185,59,2.8854859288774515,"Cable Guy, The (1996)",Comedy|Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
785,3.3333333333333335,60,3.4034249741121467,Kingpin (1996),Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
786,3.108695652173913,69,3.2404873502029616,Eraser (1996),Action|Drama|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
788,3.0808823529411766,68,3.2225331394907473,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
800,4.071428571428571,35,3.8278191949245106,Lone Star (1996),Drama|Mystery|Western,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
802,3.326388888888889,72,3.3902769379420903,Phenomenon (1996),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
805,3.7653061224489797,49,3.681117059115104,"Time to Kill, A (1996)",Drama|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
832,3.5657894736842106,76,3.559511770472577,Ransom (1996),Crime|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
838,3.817073170731707,41,3.701524615071735,Emma (1996),Comedy|Drama|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
852,3.2596153846153846,52,3.363515215488941,Tin Cup (1996),Comedy|Drama|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
858,4.4875,200,4.364383685522144,"Godfather, The (1972)",Crime|Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
898,4.351351351351352,37,3.9896753383596004,"Philadelphia Story, The (1940)",Comedy|Drama|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
899,4.1953125,64,3.9873217837243953,Singin' in the Rain (1952),Comedy|Musical|Romance,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
902,3.590909090909091,44,3.571733076622881,Breakfast at Tiffany's (1961),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
903,4.22463768115942,69,4.018265127980739,Vertigo (1958),Drama|Mystery|Romance|Thriller,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
904,4.315217391304348,92,4.125477439918797,Rear Window (1954),Mystery|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
908,4.2701149425287355,87,4.083831176667463,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
909,3.803030303030303,33,3.6794959947633843,"Apartment, The (1960)",Comedy|Drama|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
910,3.946969696969697,66,3.820919246563471,Some Like It Hot (1959),Comedy|Crime,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
912,4.235042735042735,117,4.093933657619682,Casablanca (1942),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
913,4.387096774193548,62,4.112046170327099,"Maltese Falcon, The (1941)",Film-Noir|Mystery,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
914,3.6470588235294117,51,3.6087437983962123,My Fair Lady (1964),Comedy|Drama|Musical|Romance,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
919,3.9572649572649574,117,3.872845222245532,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
920,4.044117647058823,68,3.890900486429522,Gone with the Wind (1939),Drama|Romance|War,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
922,4.294871794871795,39,3.968235473479611,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
923,4.2,85,4.028767371044289,Citizen Kane (1941),Drama|Mystery,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
924,3.886178861788618,123,3.8190081547064914,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
926,4.434210526315789,38,4.041297759854312,All About Eve (1950),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
953,4.152777777777778,72,3.9736102712754238,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
954,4.225806451612903,31,3.890299142132675,Mr. Smith Goes to Washington (1939),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
969,4.42,50,4.0913530958761655,"African Queen, The (1951)",Adventure|Comedy|Romance|War,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
1019,3.6621621621621623,37,3.609078323434227,"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Sci-Fi,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1022,3.5636363636363635,55,3.5565676196481553,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1027,3.1136363636363638,44,3.287949292839097,Robin Hood: Prince of Thieves (1991),Adventure|Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1028,3.8141025641025643,78,3.7389652562045668,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1029,3.7023809523809526,42,3.6362256620846276,Dumbo (1941),Animation|Children|Drama|Musical,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1032,3.6122448979591835,49,3.5861803502543443,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1035,3.94375,80,3.8346204333644835,"Sound of Music, The (1965)",Musical|Romance,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1036,3.8642384105960264,151,3.81109529099499,Die Hard (1988),Action|Crime|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1042,3.489795918367347,49,3.510230983165737,That Thing You Do! (1996),Comedy|Drama,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1059,3.5258620689655173,58,3.5319119053419676,William Shakespeare's Romeo + Juliet (1996),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1060,4.226190476190476,42,3.941781217640184,Swingers (1996),Comedy|Drama,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1061,3.5454545454545454,33,3.5445753598427494,Sleepers (1996),Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1073,3.7533783783783785,148,3.7180238633151306,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1077,4.051282051282051,39,3.830554314059321,Sleeper (1973),Comedy|Sci-Fi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1079,3.9719101123595504,89,3.863934854370531,"Fish Called Wanda, A (1988)",Comedy|Crime,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1080,3.857142857142857,91,3.7794070055379607,Monty Python's Life of Brian (1979),Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1084,3.875,56,3.759398228722014,Bonnie and Clyde (1967),Crime|Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1088,3.358490566037736,53,3.4254005743384726,Dirty Dancing (1987),Drama|Musical|Romance,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1089,4.162878787878788,132,4.0481990596919335,Reservoir Dogs (1992),Crime|Mystery|Thriller,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1090,3.9338235294117645,68,3.8143698741846244,Platoon (1986),Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1092,3.294642857142857,56,3.3814912519778284,Basic Instinct (1992),Crime|Mystery|Thriller,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1093,3.111111111111111,36,3.307700722274139,"Doors, The (1991)",Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1094,3.92,50,3.778853095876165,"Crying Game, The (1992)",Drama|Romance|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1097,3.76875,160,3.733201303526806,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1101,3.324324324324324,74,3.387579304520127,Top Gun (1986),Action|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1103,3.9375,40,3.768689252429903,Rebel Without a Cause (1955),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1104,3.9125,40,3.7544035381441887,"Streetcar Named Desire, A (1951)",Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1120,3.621212121212121,33,3.584257899525289,"People vs. Larry Flynt, The (1996)",Comedy|Drama,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1127,3.612676056338028,71,3.5921608680207244,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
1129,3.3125,48,3.4013877906422207,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
1136,4.224137931034483,145,4.107475700971961,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1148,4.093333333333334,75,3.9362690254294592,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1171,3.5806451612903225,31,3.5624302896736593,Bob Roberts (1992),Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1172,4.260869565217392,46,3.9777401009222793,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1179,3.85,40,3.7186892524299022,"Grifters, The (1990)",Crime|Drama|Film-Noir,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1183,3.6013513513513513,74,3.584694689135511,"English Patient, The (1996)",Drama|Romance|War,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1188,3.3970588235294117,34,3.465753869845206,Strictly Ballroom (1992),Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1193,4.256944444444445,144,4.133955446379846,One Flew Over the Cuckoo's Nest (1975),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1196,4.232905982905983,234,4.15457669572005,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1197,4.208588957055214,163,4.105224081192192,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
1198,4.193181818181818,220,4.115232990680373,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1199,4.032258064516129,62,3.8729157355444914,Brazil (1985),Fantasy|Sci-Fi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1200,3.924,125,3.850375791419956,Aliens (1986),Action|Adventure|Horror|Sci-Fi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1201,3.93859649122807,57,3.8023936513803815,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1203,4.304054054054054,74,4.084694689135512,12 Angry Men (1957),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1204,4.215686274509804,51,3.9667684897542372,Lawrence of Arabia (1962),Adventure|Drama|War,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1206,4.0,121,3.909326143510551,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1207,4.18125,80,4.007347706091757,To Kill a Mockingbird (1962),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1208,4.138392857142857,112,4.0127341385217825,Apocalypse Now (1979),Action|Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1210,4.059907834101383,217,3.9971993832797295,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1212,4.25,38,3.9383565833837233,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1213,4.202290076335878,131,4.079554333354616,Goodfellas (1990),Crime|Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1214,3.9881889763779528,127,3.9032372463063263,Alien (1979),Horror|Sci-Fi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1215,3.8173076923076925,52,3.7171737520743076,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1219,4.253246753246753,77,4.054282688505543,Psycho (1960),Crime|Horror,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,3.893617021276596,94,3.808937481210429,"Blues Brothers, The (1980)",Action|Comedy|Musical,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1221,4.385185185185185,135,4.232171198000565,"Godfather: Part II, The (1974)",Crime|Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1222,4.033653846153846,104,3.92394214679174,Full Metal Jacket (1987),Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1223,4.089743589743589,39,3.852293444494104,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1225,4.155,100,4.013909597462256,Amadeus (1984),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1228,4.35,50,4.047603095876164,Raging Bull (1980),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1230,4.09375,80,3.943711342455393,Annie Hall (1977),Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1231,3.911111111111111,45,3.764109968934576,"Right Stuff, The (1983)",Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1233,4.166666666666667,51,3.935904292223373,"Boot, Das (Boat, The) (1981)",Action|Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1234,4.015873015873016,63,3.863529544839712,"Sting, The (1973)",Comedy|Crime,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1235,3.784090909090909,44,3.686597941487746,Harold and Maude (1971),Comedy|Drama|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1240,3.9588607594936707,158,3.8925970620749637,"Terminator, The (1984)",Action|Sci-Fi|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1242,3.836206896551724,58,3.7364573598874227,Glory (1989),Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1244,3.962962962962963,54,3.813193424643967,Manhattan (1979),Comedy|Drama|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1246,3.7842105263157895,95,3.7264659813607457,Dead Poets Society (1989),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1247,4.123595505617978,89,3.9773802325217917,"Graduate, The (1967)",Comedy|Drama|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1249,3.91025641025641,39,3.750844169131785,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1250,4.138461538461539,65,3.9506131333694023,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1252,4.3355263157894735,76,4.111398562925407,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1256,4.132352941176471,34,3.856378869845206,Duck Soup (1933),Comedy|Musical|War,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1258,4.02970297029703,101,3.9183835700007115,"Shining, The (1980)",Horror,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,4.09375,112,3.977522870916149,Stand by Me (1986),Adventure|Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1261,3.787878787878788,33,3.6715594868268764,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1262,3.9489795918367347,49,3.795041109748015,"Great Escape, The (1963)",Action|Adventure|Drama|War,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
1263,3.8645833333333335,48,3.7411313803858106,"Deer Hunter, The (1978)",Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1265,3.8393939393939394,165,3.7938884495902214,Groundhog Day (1993),Comedy|Fantasy|Romance,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1266,3.8859649122807016,57,3.767910892759692,Unforgiven (1992),Drama|Western,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1267,4.122448979591836,49,3.902636046456876,"Manchurian Candidate, The (1962)",Crime|Thriller|War,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1269,3.945945945945946,37,3.7657947413446746,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1270,4.015486725663717,226,3.9601884674613017,Back to the Future (1985),Adventure|Comedy|Sci-Fi,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1271,3.7,40,3.632974966715617,Fried Green Tomatoes (1991),Comedy|Crime|Drama,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1272,4.1,40,3.8615463952870455,Patton (1970),Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1274,3.838235294117647,34,3.700128869845206,Akira (1988),Action|Adventure|Animation|Sci-Fi,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1275,3.4285714285714284,49,3.472256299621433,Highlander (1986),Action|Adventure|Fantasy,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1276,4.271739130434782,46,3.9843190482906996,Cool Hand Luke (1967),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1278,4.087837837837838,74,3.930848535289358,Young Frankenstein (1974),Comedy|Fantasy,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1282,3.7578125,64,3.689449443298864,Fantasia (1940),Animation|Children|Fantasy|Musical,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1284,3.984375,32,3.7711007688724707,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1285,3.80327868852459,61,3.7176730513197054,Heathers (1989),Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1287,3.891304347826087,46,3.7540558903959633,Ben-Hur (1959),Action|Adventure|Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1288,4.085365853658536,82,3.940252211340117,This Is Spinal Tap (1984),Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1291,4.017006802721088,147,3.936769760847984,Indiana Jones and the Last Crusade (1989),Action|Adventure,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1293,3.9782608695652173,46,3.8066874693433315,Gandhi (1982),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1296,3.8225806451612905,31,3.68538110934579,"Room with a View, A (1986)",Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1299,4.271428571428571,35,3.9355115026168184,"Killing Fields, The (1984)",Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1302,3.574626865671642,67,3.5650334811349813,Field of Dreams (1989),Children|Drama|Fantasy,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1304,4.173333333333333,75,3.9934118825723157,Butch Cassidy and the Sundance Kid (1969),Action|Western,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1307,3.9195402298850577,87,3.8231474159837027,When Harry Met Sally... (1989),Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1320,3.1818181818181817,55,3.3095087961187435,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1321,3.6315789473684212,38,3.5927683480896064,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
