movieId,mean,count,weighted_score,title,year,genres,Horror,Musical,Animation,(no genres listed),Crime,Fantasy,Documentary,Adventure,Romance,Western,Comedy,Mystery,IMAX,Drama,Children,Film-Noir,Action,War,Sci-Fi,Thriller
661,3.632075472,53,3.60009937,James and the Giant Peach ,1996,Adventure|Animation|Children|Fantasy|Musical,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
671,4.03030303,33,3.798543614,Mystery Science Theater 3000: The Movie ,1996,Comedy|Sci-Fi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
673,2.68,50,3.003853096,Space Jam ,1996,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
708,3.401639344,61,3.448442282,"Truth About Cats & Dogs ",1996,Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
719,2.808823529,34,3.15325387,Multiplicity ,1996,Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
720,4,45,3.817443302,Wallace & Gromit: The Best of Aardman Animation ,1996,Adventure|Animation|Comedy,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
724,3.111111111,36,3.307700722,"Craft ",1996,Drama|Fantasy|Horror|Thriller,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
733,3.737037037,135,3.701868168,"Rock ",1996,Action|Adventure|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
736,3.25,150,3.298934709,Twister ,1996,Action|Adventure|Romance|Thriller,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
745,4.193548387,62,3.981611388,Wallace & Gromit: A Close Shave ,1995,Animation|Children|Comedy,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
750,4.20952381,105,4.061542575,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,1964,Comedy|War,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
762,2.461538462,39,2.932003589,Striptease ,1996,Comedy|Crime,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
778,4.141129032,124,4.024728881,Trainspotting ,1996,Comedy|Crime|Drama,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
780,3.483944954,218,3.491162289,Independence Day ,1996,Action|Adventure|Sci-Fi|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
783,3.357142857,49,3.427952502,"Hunchback of Notre Dame ",1996,Animation|Children|Drama|Musical|Romance,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
784,2.550847458,59,2.885485929,"Cable Guy ",1996,Comedy|Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
785,3.333333333,60,3.403424974,Kingpin ,1996,Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
786,3.108695652,69,3.24048735,Eraser ,1996,Action|Drama|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
788,3.080882353,68,3.222533139,"Nutty Professor ",1996,Comedy|Fantasy|Romance|Sci-Fi,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
800,4.071428571,35,3.827819195,Lone Star ,1996,Drama|Mystery|Western,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
802,3.326388889,72,3.390276938,Phenomenon ,1996,Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
805,3.765306122,49,3.681117059,"Time to Kill, A ",1996,Drama|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
832,3.565789474,76,3.55951177,Ransom ,1996,Crime|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
838,3.817073171,41,3.701524615,Emma ,1996,Comedy|Drama|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
852,3.259615385,52,3.363515215,Tin Cup ,1996,Comedy|Drama|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
858,4.4875,200,4.364383686,"Godfather ",1972,Crime|Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
898,4.351351351,37,3.989675338,"Philadelphia Story ",1940,Comedy|Drama|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
899,4.1953125,64,3.987321784,Singin' in the Rain ,1952,Comedy|Musical|Romance,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
902,3.590909091,44,3.571733077,Breakfast at Tiffany's ,1961,Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
903,4.224637681,69,4.018265128,Vertigo ,1958,Drama|Mystery|Romance|Thriller,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
904,4.315217391,92,4.12547744,Rear Window ,1954,Mystery|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
908,4.270114943,87,4.083831177,North by Northwest ,1959,Action|Adventure|Mystery|Romance|Thriller,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
909,3.803030303,33,3.679495995,"Apartment ",1960,Comedy|Drama|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
910,3.946969697,66,3.820919247,Some Like It Hot ,1959,Comedy|Crime,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
912,4.235042735,117,4.093933658,Casablanca ,1942,Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
913,4.387096774,62,4.11204617,"Maltese Falcon ",1941,Film-Noir|Mystery,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
914,3.647058824,51,3.608743798,My Fair Lady ,1964,Comedy|Drama|Musical|Romance,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
919,3.957264957,117,3.872845222,"Wizard of Oz ",1939,Adventure|Children|Fantasy|Musical,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
920,4.044117647,68,3.890900486,Gone with the Wind ,1939,Drama|Romance|War,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
922,4.294871795,39,3.968235473,Sunset Blvd. ,a.k.a. Sunset Boulevard,Drama|Film-Noir|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
923,4.2,85,4.028767371,Citizen Kane ,1941,Drama|Mystery,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
924,3.886178862,123,3.819008155,2001: A Space Odyssey ,1968,Adventure|Drama|Sci-Fi,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
926,4.434210526,38,4.04129776,All About Eve ,1950,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
953,4.152777778,72,3.973610271,It's a Wonderful Life ,1946,Children|Drama|Fantasy|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
954,4.225806452,31,3.890299142,Mr. Smith Goes to Washington ,1939,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
969,4.42,50,4.091353096,"African Queen ",1951,Adventure|Comedy|Romance|War,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
1019,3.662162162,37,3.609078323,"20,000 Leagues Under the Sea ",1954,Adventure|Drama|Sci-Fi,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1022,3.563636364,55,3.55656762,Cinderella ,1950,Animation|Children|Fantasy|Musical|Romance,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1027,3.113636364,44,3.287949293,Robin Hood: Prince of Thieves ,1991,Adventure|Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1028,3.814102564,78,3.738965256,Mary Poppins ,1964,Children|Comedy|Fantasy|Musical,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1029,3.702380952,42,3.636225662,Dumbo ,1941,Animation|Children|Drama|Musical,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1032,3.612244898,49,3.58618035,Alice in Wonderland ,1951,Adventure|Animation|Children|Fantasy|Musical,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1035,3.94375,80,3.834620433,"Sound of Music ",1965,Musical|Romance,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1036,3.864238411,151,3.811095291,Die Hard ,1988,Action|Crime|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1042,3.489795918,49,3.510230983,That Thing You Do! ,1996,Comedy|Drama,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1059,3.525862069,58,3.531911905,William Shakespeare's Romeo + Juliet ,1996,Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1060,4.226190476,42,3.941781218,Swingers ,1996,Comedy|Drama,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1061,3.545454545,33,3.54457536,Sleepers ,1996,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1073,3.753378378,148,3.718023863,Willy Wonka & the Chocolate Factory ,1971,Children|Comedy|Fantasy|Musical,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1077,4.051282051,39,3.830554314,Sleeper ,1973,Comedy|Sci-Fi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1079,3.971910112,89,3.863934854,"Fish Called Wanda, A ",1988,Comedy|Crime,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1080,3.857142857,91,3.779407006,Monty Python's Life of Brian ,1979,Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1084,3.875,56,3.759398229,Bonnie and Clyde ,1967,Crime|Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1088,3.358490566,53,3.425400574,Dirty Dancing ,1987,Drama|Musical|Romance,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1089,4.162878788,132,4.04819906,Reservoir Dogs ,1992,Crime|Mystery|Thriller,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1090,3.933823529,68,3.814369874,Platoon ,1986,Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1092,3.294642857,56,3.381491252,Basic Instinct ,1992,Crime|Mystery|Thriller,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1093,3.111111111,36,3.307700722,"Doors ",1991,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1094,3.92,50,3.778853096,"Crying Game ",1992,Drama|Romance|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1097,3.76875,160,3.733201304,E.T. the Extra-Terrestrial ,1982,Children|Drama|Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1101,3.324324324,74,3.387579305,Top Gun ,1986,Action|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1103,3.9375,40,3.768689252,Rebel Without a Cause ,1955,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1104,3.9125,40,3.754403538,"Streetcar Named Desire, A ",1951,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1120,3.621212121,33,3.5842579,"People vs. Larry Flynt ",1996,Comedy|Drama,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1127,3.612676056,71,3.592160868,"Abyss ",1989,Action|Adventure|Sci-Fi|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
1129,3.3125,48,3.401387791,Escape from New York ,1981,Action|Adventure|Sci-Fi|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
1136,4.224137931,145,4.107475701,Monty Python and the Holy Grail ,1975,Adventure|Comedy|Fantasy,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1148,4.093333333,75,3.936269025,Wallace & Gromit: The Wrong Trousers ,1993,Animation|Children|Comedy|Crime,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1171,3.580645161,31,3.56243029,Bob Roberts ,1992,Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1172,4.260869565,46,3.977740101,Cinema Paradiso ,Nuovo cinema Paradiso,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1179,3.85,40,3.718689252,"Grifters ",1990,Crime|Drama|Film-Noir,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1183,3.601351351,74,3.584694689,"English Patient ",1996,Drama|Romance|War,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1188,3.397058824,34,3.46575387,Strictly Ballroom ,1992,Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1193,4.256944444,144,4.133955446,One Flew Over the Cuckoo's Nest ,1975,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1196,4.232905983,234,4.154576696,Star Wars: Episode V - The Empire Strikes Back ,1980,Action|Adventure|Sci-Fi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1197,4.208588957,163,4.105224081,"Princess Bride ",1987,Action|Adventure|Comedy|Fantasy|Romance,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
1198,4.193181818,220,4.115232991,Raiders of the Lost Ark ,Indiana Jones and the Raiders of the Lost Ark,Action|Adventure,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1199,4.032258065,62,3.872915736,Brazil ,1985,Fantasy|Sci-Fi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1200,3.924,125,3.850375791,Aliens ,1986,Action|Adventure|Horror|Sci-Fi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1201,3.938596491,57,3.802393651,"Good Bad and the Ugly ","Buono, il brutto, il cattivo, Il",Action|Adventure|Western,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1203,4.304054054,74,4.084694689,12 Angry Men ,1957,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1204,4.215686275,51,3.96676849,Lawrence of Arabia ,1962,Adventure|Drama|War,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1206,4,121,3.909326144,"Clockwork Orange, A ",1971,Crime|Drama|Sci-Fi|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1207,4.18125,80,4.007347706,To Kill a Mockingbird ,1962,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1208,4.138392857,112,4.012734139,Apocalypse Now ,1979,Action|Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1210,4.059907834,217,3.997199383,Star Wars: Episode VI - Return of the Jedi ,1983,Action|Adventure|Sci-Fi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1212,4.25,38,3.938356583,"Third Man ",1949,Film-Noir|Mystery|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1213,4.202290076,131,4.079554333,Goodfellas ,1990,Crime|Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1214,3.988188976,127,3.903237246,Alien ,1979,Horror|Sci-Fi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1215,3.817307692,52,3.717173752,Army of Darkness ,1993,Action|Adventure|Comedy|Fantasy|Horror,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1219,4.253246753,77,4.054282689,Psycho ,1960,Crime|Horror,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,3.893617021,94,3.808937481,"Blues Brothers ",1980,Action|Comedy|Musical,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1221,4.385185185,135,4.232171198,"Godfather: Part II ",1974,Crime|Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1222,4.033653846,104,3.923942147,Full Metal Jacket ,1987,Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1223,4.08974359,39,3.852293444,"Grand Day Out with Wallace and Gromit, A ",1989,Adventure|Animation|Children|Comedy|Sci-Fi,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1225,4.155,100,4.013909597,Amadeus ,1984,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1228,4.35,50,4.047603096,Raging Bull ,1980,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1230,4.09375,80,3.943711342,Annie Hall ,1977,Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1231,3.911111111,45,3.764109969,"Right Stuff ",1983,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1233,4.166666667,51,3.935904292,"Boot, Das ","Boat",Action|Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1234,4.015873016,63,3.863529545,"Sting ",1973,Comedy|Crime,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1235,3.784090909,44,3.686597941,Harold and Maude ,1971,Comedy|Drama|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1240,3.958860759,158,3.892597062,"Terminator ",1984,Action|Sci-Fi|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1242,3.836206897,58,3.73645736,Glory ,1989,Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1244,3.962962963,54,3.813193425,Manhattan ,1979,Comedy|Drama|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1246,3.784210526,95,3.726465981,Dead Poets Society ,1989,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1247,4.123595506,89,3.977380233,"Graduate ",1967,Comedy|Drama|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1249,3.91025641,39,3.750844169,"Femme Nikita, La ",Nikita,Action|Crime|Romance|Thriller,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1250,4.138461538,65,3.950613133,"Bridge on the River Kwai ",1957,Adventure|Drama|War,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1252,4.335526316,76,4.111398563,Chinatown ,1974,Crime|Film-Noir|Mystery|Thriller,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1256,4.132352941,34,3.85637887,Duck Soup ,1933,Comedy|Musical|War,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1258,4.02970297,101,3.91838357,"Shining ",1980,Horror,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,4.09375,112,3.977522871,Stand by Me ,1986,Adventure|Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1261,3.787878788,33,3.671559487,Evil Dead II ,Dead by Dawn,Action|Comedy|Fantasy|Horror,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1262,3.948979592,49,3.79504111,"Great Escape ",1963,Action|Adventure|Drama|War,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
1263,3.864583333,48,3.74113138,"Deer Hunter ",1978,Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1265,3.839393939,165,3.79388845,Groundhog Day ,1993,Comedy|Fantasy|Romance,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1266,3.885964912,57,3.767910893,Unforgiven ,1992,Drama|Western,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1267,4.12244898,49,3.902636046,"Manchurian Candidate ",1962,Crime|Thriller|War,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1269,3.945945946,37,3.765794741,Arsenic and Old Lace ,1944,Comedy|Mystery|Thriller,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1270,4.015486726,226,3.960188467,Back to the Future ,1985,Adventure|Comedy|Sci-Fi,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1271,3.7,40,3.632974967,Fried Green Tomatoes ,1991,Comedy|Crime|Drama,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1272,4.1,40,3.861546395,Patton ,1970,Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1274,3.838235294,34,3.70012887,Akira ,1988,Action|Adventure|Animation|Sci-Fi,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1275,3.428571429,49,3.4722563,Highlander ,1986,Action|Adventure|Fantasy,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1276,4.27173913,46,3.984319048,Cool Hand Luke ,1967,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1278,4.087837838,74,3.930848535,Young Frankenstein ,1974,Comedy|Fantasy,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1282,3.7578125,64,3.689449443,Fantasia ,1940,Animation|Children|Fantasy|Musical,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1284,3.984375,32,3.771100769,"Big Sleep ",1946,Crime|Film-Noir|Mystery,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1285,3.803278689,61,3.717673051,Heathers ,1989,Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1287,3.891304348,46,3.75405589,Ben-Hur ,1959,Action|Adventure|Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1288,4.085365854,82,3.940252211,This Is Spinal Tap ,1984,Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1291,4.017006803,147,3.936769761,Indiana Jones and the Last Crusade ,1989,Action|Adventure,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1293,3.97826087,46,3.806687469,Gandhi ,1982,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1296,3.822580645,31,3.685381109,"Room with a View, A ",1986,Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1299,4.271428571,35,3.935511503,"Killing Fields ",1984,Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1302,3.574626866,67,3.565033481,Field of Dreams ,1989,Children|Drama|Fantasy,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1304,4.173333333,75,3.993411883,Butch Cassidy and the Sundance Kid ,1969,Action|Western,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1307,3.91954023,87,3.823147416,When Harry Met Sally... ,1989,Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1320,3.181818182,55,3.309508796,Alien³ ,a.k.a. Alien 3,Action|Horror|Sci-Fi|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1321,3.631578947,38,3.592768348,"American Werewolf in London, An ",1981,Comedy|Horror|Thriller,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1333,3.754901961,51,3.676645033,"Birds ",1963,Horror|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1339,3.298076923,52,3.387905459,Dracula ,Bram Stoker's Dracula,Fantasy|Horror|Romance|Thriller,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1343,3.743589744,39,3.656641271,Cape Fear ,1991,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1345,3.675675676,37,3.61654101,Carrie ,1976,Drama|Fantasy|Horror|Thriller,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1347,3.28125,32,3.408197543,"Nightmare on Elm Street, A ",1984,Horror|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1356,3.87804878,82,3.788466497,Star Trek: First Contact ,1996,Action|Adventure|Sci-Fi|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
1357,3.945945946,37,3.765794741,Shine ,1996,Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1358,3.886363636,66,3.77925258,Sling Blade ,1996,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1367,2.959459459,37,3.221018622,101 Dalmatians ,1996,Adventure|Children|Comedy,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1370,3.287878788,66,3.367794247,Die Hard 2 ,1990,Action|Adventure|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1371,3.053191489,47,3.244262957,Star Trek: The Motion Picture ,1979,Adventure|Sci-Fi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1372,3.265957447,47,3.374133087,Star Trek VI: The Undiscovered Country ,1991,Action|Mystery|Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1374,3.75,72,3.689296546,Star Trek II: The Wrath of Khan ,1982,Action|Adventure|Sci-Fi|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
1375,3.314814815,54,3.396526758,Star Trek III: The Search for Spock ,1984,Action|Adventure|Sci-Fi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1376,3.5,65,3.513771028,Star Trek IV: The Voyage Home ,1986,Adventure|Comedy|Sci-Fi,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1377,3.0859375,64,3.232002635,Batman Returns ,1992,Action|Crime,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1380,3.477777778,90,3.494235397,Grease ,1978,Comedy|Musical|Romance,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
